t,value
1598171893,6
1598171896,6
1598171899,6
1598171902,6
1598171905,6
1598171908,6
1598171911,6
1598171914,6
1598171917,6
1598171920,6
1598171923,6
1598171926,6
1598171929,6
1598171932,6
1598171935,6
1598171938,6
1598171941,6
1598171944,6
1598171947,6
1598171950,6
1598171953,7
1598171956,7
1598171959,7
1598171962,7
1598171965,7
1598171968,7
1598171971,7
1598171974,7
1598171977,7
1598171980,7
1598171983,7
1598171986,7
1598171989,7
1598171992,7
1598171995,7
1598171998,7
1598172001,7
1598172004,7
1598172007,7
1598172010,7
1598172013,7
1598172016,7
1598172019,7
1598172022,7
1598172025,7
1598172028,7
1598172031,7
1598172034,7
1598172037,7
1598172040,7
1598172043,7
1598172046,7
1598172049,7
1598172052,7
1598172055,7
1598172058,7
1598172061,7
1598172064,7
1598172067,7
1598172070,7
1598172073,7
1598172076,7
1598172079,7
1598172082,7
1598172085,7
1598172088,7
1598172091,7
1598172094,7
1598172097,7
1598172100,7
1598172103,7
1598172106,7
1598172109,7
1598172112,7
1598172115,7
1598172118,7
1598172121,7
1598172124,7
1598172127,7
1598172130,7
1598172133,7
1598172136,7
1598172139,7
1598172142,7
1598172145,7
1598172148,7
1598172151,7
1598172154,7
1598172157,7
1598172160,7
1598172163,7
1598172166,7
1598172169,7
1598172172,7
1598172175,7
1598172178,7
1598172181,7
1598172184,7
1598172187,7
1598172190,7
1598172193,7
1598172196,7
1598172199,7
1598172202,7
1598172205,7
1598172208,7
1598172211,7
1598172214,7
1598172217,7
1598172220,7
1598172223,7
1598172226,7
1598172229,7
1598172232,7
1598172235,7
1598172238,7
1598172241,7
1598172244,7
1598172247,7
1598172250,7
1598172253,7
1598172256,7
1598172259,7
1598172262,7
1598172265,7
1598172268,7
1598172271,7
1598172274,7
1598172277,7
1598172280,7
1598172283,7
1598172286,7
1598172289,7
1598172292,7
1598172295,7
1598172298,7
1598172301,7
1598172304,7
1598172307,7
1598172310,7
1598172313,7
1598172316,7
1598172319,7
1598172322,7
1598172325,7
1598172328,7
1598172331,7
1598172334,7
1598172337,7
1598172340,7
1598172343,7
1598172346,7
1598172349,7
1598172352,7
1598172355,7
1598172358,7
1598172361,7
1598172364,7
1598172367,7
1598172370,7
1598172373,7
1598172376,7
1598172379,7
1598172382,7
1598172385,7
1598172388,7
1598172391,7
1598172394,7
1598172397,7
1598172400,7
1598172403,7
1598172406,7
1598172409,7
1598172412,7
1598172415,7
1598172418,7
1598172421,7
1598172424,7
1598172427,7
1598172430,7
1598172433,7
1598172436,7
1598172439,7
1598172442,7
1598172445,7
1598172448,7
1598172451,7
1598172454,7
1598172457,7
1598172460,7
1598172463,7
1598172466,7
1598172469,7
1598172472,7
1598172475,7
1598172478,7
1598172481,7
1598172484,7
1598172487,7
t,value
1598172513,6
1598172516,6
1598172519,6
1598172522,6
1598172525,6
1598172528,6
1598172531,6
1598172534,6
1598172537,6
1598172540,6
1598172543,6
1598172546,6
1598172549,6
1598172552,6
1598172555,6
1598172558,6
1598172561,6
1598172564,6
1598172567,6
1598172570,6
1598172573,7
1598172576,7
1598172579,7
1598172582,7
1598172585,7
1598172588,7
1598172591,7
1598172594,7
1598172597,7
1598172600,7
1598172603,7
1598172606,7
1598172609,7
1598172612,7
1598172615,7
1598172618,7
1598172621,7
1598172624,7
1598172627,7
1598172630,7
1598172633,7
1598172636,7
1598172639,7
1598172642,7
1598172645,7
1598172648,7
1598172651,7
1598172654,7
1598172657,7
1598172660,7
1598172663,7
1598172666,7
1598172669,7
1598172672,7
1598172675,7
1598172678,7
1598172681,7
1598172684,7
1598172687,7
1598172690,7
1598172693,7
1598172696,7
1598172699,7
1598172702,7
1598172705,7
1598172708,7
1598172711,7
1598172714,7
1598172717,7
1598172720,7
1598172723,7
1598172726,7
1598172729,7
1598172732,7
1598172735,7
1598172738,7
1598172741,7
1598172744,7
1598172747,7
1598172750,7
1598172753,7
1598172756,7
1598172759,7
1598172762,7
1598172765,7
1598172768,7
1598172771,7
1598172774,7
1598172777,7
1598172780,7
1598172783,7
1598172786,7
1598172789,7
1598172792,7
1598172795,7
1598172798,7
1598172801,7
1598172804,7
1598172807,7
1598172810,7
1598172813,7
1598172816,7
1598172819,7
1598172822,7
1598172825,7
1598172828,7
1598172831,7
1598172834,7
1598172837,7
1598172840,7
1598172843,7
1598172846,7
1598172849,7
1598172852,7
1598172855,7
1598172858,7
1598172861,7
1598172864,7
1598172867,7
1598172870,7
1598172873,7
1598172876,7
1598172879,7
1598172882,7
1598172885,7
1598172888,7
1598172891,7
1598172894,7
1598172897,7
1598172900,7
1598172903,7
1598172906,7
1598172909,7
1598172912,7
1598172915,7
1598172918,7
1598172921,7
1598172924,7
1598172927,7
1598172930,7
1598172933,7
1598172936,7
1598172939,7
1598172942,7
1598172945,7
1598172948,7
1598172951,7
1598172954,7
1598172957,7
1598172960,7
1598172963,7
1598172966,7
1598172969,7
1598172972,7
1598172975,7
1598172978,7
1598172981,7
1598172984,7
1598172987,7
1598172990,7
1598172993,7
1598172996,7
1598172999,7
1598173002,7
1598173005,7
1598173008,7
1598173011,7
1598173014,7
1598173017,7
1598173020,7
1598173023,7
1598173026,7
1598173029,7
1598173032,7
1598173035,7
1598173038,7
1598173041,7
1598173044,7
1598173047,7
1598173050,7
1598173053,7
1598173056,7
1598173059,7
1598173062,7
1598173065,7
1598173068,7
1598173071,7
1598173074,7
1598173077,7
1598173080,7
1598173083,7
1598173086,7
1598173089,7
1598173092,7
1598173095,7
1598173098,7
1598173101,7
1598173104,7
1598173107,7
1598173110,7
1598173113,7
1598173116,7
1598173119,7
1598173122,7
1598173125,7
1598173128,7
1598173131,7
1598173134,7
1598173137,7
1598173140,7
1598173143,7
1598173146,7
1598173149,7
1598173152,7
1598173155,7
1598173158,7
1598173161,7
1598173164,7
1598173167,7
1598173170,7
1598173173,7
1598173176,7
1598173179,7
1598173182,7
1598173185,7
1598173188,7
1598173191,7
1598173194,7
1598173197,7
1598173200,7
1598173203,7
1598173206,7
1598173209,7
1598173212,7
1598173215,7
1598173218,7
1598173221,7
1598173224,7
1598173227,7
1598173230,7
1598173233,7
1598173236,7
1598173239,7
1598173242,7
1598173245,7
1598173248,7
1598173251,7
1598173254,7
1598173257,7
1598173260,7
1598173263,7
1598173266,7
1598173269,7
1598173272,7
1598173275,7
1598173278,7
1598173281,7
1598173284,7
1598173287,7
1598173290,7
1598173293,7
1598173296,7
1598173299,7
1598173302,7
1598173305,7
1598173308,7
1598173311,7
1598173314,7
1598173317,7
1598173320,7
1598173323,7
1598173326,7
1598173329,7
1598173332,7
1598173335,7
1598173338,7
1598173341,7
1598173344,7
1598173347,7
1598173350,7
1598173353,7
1598173356,7
1598173359,7
1598173362,7
1598173365,7
1598173368,7
1598173371,7
1598173374,7
1598173377,7
1598173380,7
1598173383,7
1598173386,7
1598173389,7
1598173392,7
1598173395,7
1598173398,7
1598173401,7
1598173404,7
1598173407,7
1598173410,7
1598173413,7
1598173416,7
1598173419,7
1598173422,7
1598173425,7
1598173428,7
1598173431,7
1598173434,7
1598173437,7
1598173440,7
1598173443,7
1598173446,7
1598173449,7
1598173452,7
1598173455,7
1598173458,7
1598173461,7
1598173464,7
1598173467,7
1598173470,7
1598173473,7
1598173476,7
1598173479,7
1598173482,7
1598173485,7
1598173488,7
1598173491,7
1598173494,7
1598173497,7
1598173500,7
1598173503,7
1598173506,7
1598173509,7
1598173512,7
1598173515,7
1598173518,7
1598173521,7
1598173524,7
1598173527,7
1598173530,7
1598173533,7
1598173536,7
1598173539,7
1598173542,7
1598173545,7
1598173548,7
1598173551,7
1598173554,7
1598173557,7
1598173560,7
1598173563,7
1598173566,7
1598173569,7
1598173572,7
1598173575,7
1598173578,7
1598173581,7
1598173584,7
1598173587,7
1598173590,7
1598173593,7
1598173596,7
1598173599,7
1598173602,7
1598173605,7
1598173608,7
1598173611,7
1598173614,7
1598173617,7
1598173620,7
1598173623,7
1598173626,7
1598173629,7
1598173632,7
1598173635,7
1598173638,7
1598173641,7
1598173644,7
1598173647,7
1598173650,7
1598173653,7
1598173656,7
1598173659,7
1598173662,7
1598173665,7
1598173668,7
1598173671,7
1598173674,7
1598173677,7
1598173680,7
1598173683,7
1598173686,7
1598173689,7
1598173692,7
1598173695,7
1598173698,7
1598173701,7
1598173704,7
1598173707,7
1598173710,7
1598173713,7
1598173716,7
1598173719,7
1598173722,7
1598173725,7
1598173728,7
1598173731,7
1598173734,7
1598173737,7
1598173740,7
1598173743,7
1598173746,7
1598173749,7
1598173752,7
1598173755,7
1598173758,7
1598173761,7
1598173764,7
1598173767,7
1598173770,7
1598173773,7
1598173776,7
1598173779,7
1598173782,7
1598173785,7
1598173788,7
1598173791,7
1598173794,7
1598173797,7
1598173800,7
1598173803,7
1598173806,7
1598173809,7
1598173812,7
1598173815,7
1598173818,7
1598173821,7
1598173824,7
1598173827,7
1598173830,7
1598173833,7
1598173836,7
1598173839,7
1598173842,7
1598173845,7
1598173848,7
1598173851,7
1598173854,7
1598173857,7
1598173860,7
1598173863,7
1598173866,7
1598173869,7
1598173872,7
1598173875,7
1598173878,7
1598173881,7
1598173884,7
1598173887,7
1598173890,7
1598173893,7
1598173896,7
1598173899,7
1598173902,7
1598173905,7
1598173908,7
1598173911,7
1598173914,7
1598173917,7
1598173920,7
1598173923,7
1598173926,7
1598173929,7
1598173932,7
1598173935,7
1598173938,7
1598173941,7
1598173944,7
1598173947,7
1598173950,7
1598173953,7
1598173956,7
1598173959,7
1598173962,7
1598173965,7
1598173968,7
1598173971,7
1598173974,7
1598173977,7
1598173980,7
1598173983,7
1598173986,7
1598173989,7
1598173992,7
1598173995,7
1598173998,7
1598174001,7
1598174004,7
1598174007,7
1598174010,7
1598174013,7
1598174016,7
1598174019,7
1598174022,7
1598174025,7
1598174028,7
1598174031,7
1598174034,7
1598174037,7
1598174040,7
1598174043,7
1598174046,7
1598174049,7
1598174052,7
1598174055,7
1598174058,7
1598174061,7
1598174064,7
1598174067,7
1598174070,7
1598174073,7
1598174076,7
1598174079,7
1598174082,7
1598174085,7
1598174088,7
1598174091,7
1598174094,7
1598174097,7
1598174100,7
1598174103,7
1598174106,7
1598174109,7
1598174112,7
1598174115,7
1598174118,7
1598174121,7
1598174124,7
1598174127,7
1598174130,7
1598174133,7
1598174136,7
1598174139,7
1598174142,7
1598174145,7
1598174148,7
1598174151,7
1598174154,7
1598174157,7
1598174160,7
1598174163,7
1598174166,7
1598174169,7
1598174172,7
1598174175,7
1598174178,7
1598174181,7
1598174184,7
1598174187,7
1598174190,7
1598174193,7
1598174196,7
1598174199,7
1598174202,7
1598174205,7
1598174208,7
1598174211,7
1598174214,7
1598174217,7
1598174220,7
1598174223,7
1598174226,7
1598174229,7
1598174232,7
1598174235,7
1598174238,7
1598174241,7
1598174244,7
1598174247,7
1598174250,7
1598174253,7
1598174256,7
1598174259,7
1598174262,7
1598174265,7
1598174268,7
1598174271,7
1598174274,7
1598174277,7
1598174280,7
1598174283,7
1598174286,7
1598174289,7
1598174292,7
1598174295,7
1598174298,7
1598174301,7
1598174304,7
1598174307,7
1598174310,7
1598174313,7
1598174316,7
1598174319,7
1598174322,7
1598174325,7
1598174328,7
1598174331,7
1598174334,7
1598174337,7
1598174340,7
1598174343,7
1598174346,7
1598174349,7
1598174352,7
1598174355,7
1598174358,7
1598174361,7
1598174364,7
1598174367,7
1598174370,7
1598174373,7
1598174376,7
1598174379,7
1598174382,7
1598174385,7
1598174388,7
1598174391,7
1598174394,7
1598174397,7
1598174400,7
1598174403,7
1598174406,7
1598174409,7
1598174412,7
1598174415,7
1598174418,7
1598174421,7
1598174424,7
1598174427,7
1598174430,7
1598174433,7
1598174436,7
1598174439,7
1598174442,7
1598174445,7
1598174448,7
1598174451,7
1598174454,7
1598174457,7
1598174460,7
1598174463,7
1598174466,7
1598174469,7
1598174472,7
1598174475,7
1598174478,7
1598174481,7
1598174484,7
1598174487,7
1598174490,7
1598174493,7
1598174496,7
1598174499,7
1598174502,7
1598174505,7
1598174508,7
1598174511,7
1598174514,7
1598174517,7
1598174520,7
1598174523,7
1598174526,7
1598174529,7
1598174532,7
1598174535,7
1598174538,7
1598174541,7
1598174544,7
1598174547,7
1598174550,7
1598174553,7
1598174556,7
1598174559,7
1598174562,7
1598174565,7
1598174568,7
1598174571,7
1598174574,7
1598174577,7
1598174580,7
1598174583,7
1598174586,7
1598174589,7
1598174592,7
1598174595,7
1598174598,7
1598174601,7
1598174604,7
1598174607,7
1598174610,7
1598174613,7
1598174616,7
1598174619,7
1598174622,7
1598174625,7
1598174628,7
1598174631,7
1598174634,7
1598174637,7
1598174640,7
1598174643,7
1598174646,7
1598174649,7
1598174652,7
1598174655,7
1598174658,7
1598174661,7
1598174664,7
1598174667,7
1598174670,7
1598174673,7
1598174676,7
1598174679,7
1598174682,7
1598174685,7
1598174688,7
1598174691,7
1598174694,7
1598174697,7
1598174700,7
1598174703,7
1598174706,7
1598174709,7
1598174712,7
1598174715,7
1598174718,7
1598174721,7
1598174724,7
1598174727,7
1598174730,7
1598174733,7
1598174736,7
1598174739,7
1598174742,7
1598174745,7
1598174748,7
1598174751,7
1598174754,7
1598174757,7
1598174760,7
1598174763,7
1598174766,7
1598174769,7
1598174772,7
1598174775,7
1598174778,7
1598174781,7
1598174784,7
1598174787,7
1598174790,7
1598174793,7
1598174796,7
1598174799,7
1598174802,7
1598174805,7
1598174808,7
1598174811,7
1598174814,7
1598174817,7
1598174820,7
1598174823,7
1598174826,7
1598174829,7
1598174832,7
1598174835,7
1598174838,7
1598174841,7
1598174844,7
1598174847,7
1598174850,7
1598174853,7
1598174856,7
1598174859,7
1598174862,7
1598174865,7
1598174868,7
1598174871,7
1598174874,7
1598174877,7
1598174880,7
1598174883,7
1598174886,7
1598174889,7
1598174892,7
1598174895,7
1598174898,7
1598174901,7
1598174904,7
1598174907,7
1598174910,7
1598174913,7
1598174916,7
1598174919,7
1598174922,7
1598174925,7
1598174928,7
1598174931,7
1598174934,7
1598174937,7
1598174940,7
1598174943,7
1598174946,7
1598174949,7
1598174952,7
1598174955,7
1598174958,7
1598174961,7
1598174964,7
1598174967,7
1598174970,7
1598174973,7
1598174976,7
1598174979,7
1598174982,7
1598174985,7
1598174988,7
1598174991,7
1598174994,7
1598174997,7
1598175000,7
1598175003,7
1598175006,7
1598175009,7
1598175012,7
1598175015,7
1598175018,7
1598175021,7
1598175024,7
1598175027,7
1598175030,7
1598175033,7
1598175036,7
1598175039,7
1598175042,7
1598175045,7
1598175048,7
1598175051,7
1598175054,7
1598175057,7
1598175060,7
1598175063,7
1598175066,7
1598175069,7
1598175072,7
1598175075,7
1598175078,7
1598175081,7
1598175084,7
1598175087,7
1598175090,7
1598175093,7
1598175096,7
1598175099,7
1598175102,7
1598175105,7
1598175108,7
1598175111,7
1598175114,7
1598175117,7
1598175120,7
1598175123,7
1598175126,7
1598175129,7
1598175132,7
1598175135,7
1598175138,7
1598175141,7
1598175144,7
1598175147,7
1598175150,7
1598175153,7
1598175156,7
1598175159,7
1598175162,7
1598175165,7
1598175168,7
1598175171,7
1598175174,7
1598175177,7
1598175180,7
1598175183,7
1598175186,7
1598175189,7
1598175192,7
1598175195,7
1598175198,7
1598175201,7
1598175204,7
1598175207,7
1598175210,7
1598175213,7
1598175216,7
1598175219,7
1598175222,7
1598175225,7
1598175228,7
1598175231,7
1598175234,7
1598175237,7
1598175240,7
1598175243,7
1598175246,7
1598175249,7
1598175252,7
1598175255,7
1598175258,7
1598175261,7
1598175264,7
1598175267,7
1598175270,7
1598175273,7
1598175276,7
1598175279,7
1598175282,7
1598175285,7
1598175288,7
1598175291,7
1598175294,7
1598175297,7
1598175300,7
1598175303,7
1598175306,7
1598175309,7
1598175312,7
1598175315,7
1598175318,7
1598175321,7
1598175324,7
1598175327,7
1598175330,7
1598175333,7
1598175336,7
1598175339,7
1598175342,7
1598175345,7
1598175348,7
1598175351,7
1598175354,7
1598175357,7
1598175360,7
1598175363,7
1598175366,7
1598175369,7
1598175372,7
1598175375,7
1598175378,7
1598175381,7
1598175384,7
1598175387,7
1598175390,7
1598175393,7
1598175396,7
1598175399,7
1598175402,7
1598175405,7
1598175408,7
1598175411,7
1598175414,7
1598175417,7
1598175420,7
1598175423,7
1598175426,7
1598175429,7
1598175432,7
1598175435,7
1598175438,7
1598175441,7
1598175444,7
1598175447,7
1598175450,7
1598175453,7
1598175456,7
1598175459,7
1598175462,7
1598175465,7
1598175468,7
1598175471,7
1598175474,7
1598175477,7
1598175480,7
1598175483,7
1598175486,7
1598175489,7
1598175492,7
1598175495,7
1598175498,7
1598175501,7
1598175504,7
1598175507,7
1598175510,7
1598175513,7
1598175516,7
1598175519,7
1598175522,7
1598175525,7
1598175528,7
1598175531,7
1598175534,7
1598175537,7
1598175540,7
1598175543,7
1598175546,7
1598175549,7
1598175552,7
1598175555,7
1598175558,7
1598175561,7
1598175564,7
1598175567,7
1598175570,7
1598175573,7
1598175576,7
1598175579,7
1598175582,7
1598175585,7
1598175588,7
1598175591,7
1598175594,7
1598175597,7
1598175600,7
1598175603,7
1598175606,7
1598175609,7
1598175612,7
1598175615,7
1598175618,7
1598175621,7
1598175624,7
1598175627,7
1598175630,7
1598175633,7
1598175636,7
1598175639,7
1598175642,7
1598175645,7
1598175648,7
1598175651,7
1598175654,7
1598175657,7
1598175660,7
1598175663,7
1598175666,7
1598175669,7
1598175672,7
1598175675,7
1598175678,7
1598175681,7
1598175684,7
1598175687,7
1598175690,7
1598175693,7
1598175696,7
1598175699,7
1598175702,7
1598175705,7
1598175708,7
1598175711,7
1598175714,7
1598175717,7
1598175720,7
1598175723,7
1598175726,7
1598175729,7
1598175732,7
1598175735,7
1598175738,7
1598175741,7
1598175744,7
1598175747,7
1598175750,7
1598175753,7
1598175756,7
1598175759,7
1598175762,7
1598175765,7
1598175768,7
1598175771,7
1598175774,7
1598175777,7
1598175780,7
1598175783,7
1598175786,7
1598175789,7
1598175792,7
1598175795,7
1598175798,7
1598175801,7
1598175804,7
1598175807,7
1598175810,7
1598175813,7
1598175816,7
1598175819,7
1598175822,7
1598175825,7
1598175828,7
1598175831,7
1598175834,7
1598175837,7
1598175840,7
1598175843,7
1598175846,7
1598175849,7
1598175852,7
1598175855,7
1598175858,7
1598175861,7
1598175864,7
1598175867,7
1598175870,7
1598175873,7
1598175876,7
1598175879,7
1598175882,7
1598175885,7
1598175888,7
1598175891,7
1598175894,7
1598175897,7
1598175900,7
1598175903,7
1598175906,7
1598175909,7
1598175912,7
1598175915,7
1598175918,7
1598175921,7
1598175924,7
1598175927,7
1598175930,7
1598175933,7
1598175936,7
1598175939,7
1598175942,7
1598175945,7
1598175948,7
1598175951,7
1598175954,7
1598175957,7
1598175960,7
1598175963,7
1598175966,7
1598175969,7
1598175972,7
1598175975,7
1598175978,7
1598175981,7
1598175984,7
1598175987,7
1598175990,7
1598175993,7
1598175996,7
1598175999,7
1598176002,7
1598176005,7
1598176008,7
1598176011,7
1598176014,7
1598176017,7
1598176020,7
1598176023,7
1598176026,7
1598176029,7
1598176032,7
1598176035,7
1598176038,7
1598176041,7
1598176044,7
1598176047,7
1598176050,7
1598176053,7
1598176056,7
1598176059,7
1598176062,7
1598176065,7
1598176068,7
1598176071,7
1598176074,7
1598176077,7
1598176080,7
1598176083,7
1598176086,7
1598176089,7
1598176092,7
1598176095,7
1598176098,7
1598176101,7
1598176104,7
1598176107,7
1598176110,7
1598176113,7
1598176116,7
1598176119,7
1598176122,7
1598176125,7
1598176128,7
1598176131,7
1598176134,7
1598176137,7
1598176140,7
1598176143,7
1598176146,7
1598176149,7
1598176152,7
1598176155,7
1598176158,7
1598176161,7
1598176164,7
1598176167,7
1598176170,7
1598176173,7
1598176176,7
1598176179,7
1598176182,7
1598176185,7
1598176188,7
1598176191,7
1598176194,7
1598176197,7
1598176200,7
1598176203,7
1598176206,7
1598176209,7
1598176212,7
1598176215,7
1598176218,7
1598176221,7
1598176224,7
1598176227,7
1598176230,7
1598176233,7
1598176236,7
1598176239,7
1598176242,7
1598176245,7
1598176248,7
1598176251,7
1598176254,7
1598176257,7
1598176260,7
1598176263,7
1598176266,7
1598176269,7
1598176272,7
1598176275,7
1598176278,7
1598176281,7
1598176284,7
1598176287,7
1598176290,7
1598176293,7
1598176296,7
1598176299,7
1598176302,7
1598176305,7
1598176308,7
1598176311,7
1598176314,7
1598176317,7
1598176320,7
1598176323,7
1598176326,7
1598176329,7
1598176332,7
1598176335,7
1598176338,7
1598176341,7
1598176344,7
1598176347,7
1598176350,7
1598176353,7
1598176356,7
1598176359,7
