,名词,动词
0,悲剧,0
1,饭铺,0
2,人,骂
3,观音,娶
4,祠堂,定
5,儿女,挖
6,儿女,写
7,舌头,9
8,头发,0
9,疯子,分
10,身体,算
11,灵魂,划
12,文学创作,变
13,文学创作,0
14,文学创作,0
15,文学创作,0
16,原稿,0
17,蓝色,0
18,烟灰,0
19,威士忌酒,换
20,历史,醉
21,手脚,选
22,战争,0
23,情妇,0
24,侄子,充
25,面包,叫
26,鱼,0
27,鸡蛋,0
28,时间,0
29,钱,0
30,外孙,0
31,餐厅,0
32,人类,0
33,音乐,兼
34,人生,0
35,手指,想
36,斗篷,0
37,人生,0
38,国王,0
39,纸,0
40,纸团,0
